Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
28.69,57.93,30.03,sandy soil,Sugarcane,32,1,2,17-17-17
31.97,74.57,25.98,loamy soil,Wheat,11,0,10,20-20
38.94,72.08,57.52,black soil,Maize,14,18,13,14-35-14
27.52,45.64,50.85,black soil,Wheat,24,3,19,17-17-17
27.02,50.44,41.89,clayey soils,Tobacco,7,17,12,20-20
35.55,67.27,37.82,sandy soil,Pulses,9,0,41,DAP
34.18,74.74,50.05,red soil,Maize,38,2,0,10-26-26
36.35,71.25,37.03,sandy soil,Millets,21,1,20,17-17-17
29.98,53.76,60.3,loamy soil,Millets,9,0,38,17-17-17
22.47,54.03,32.7,clayey soils,Ground Nuts,35,2,0,10-26-26
29.13,67.3,34.87,black soil,Paddy,17,0,37,28-28
30.91,69.94,41.75,sandy soil,Maize,17,0,11,10-26-26
28.89,56.51,48.61,clayey soils,Maize,18,4,28,17-17-17
28.99,60.36,45.61,black soil,Sugarcane,16,0,40,28-28
27.53,56.83,40.73,black soil,Pulses,44,0,0,14-35-14
38.55,59.74,67.6,red soil,Barley,13,3,37,20-20
33.73,65.97,52.77,clayey soils,Pulses,10,22,19,10-26-26
28.95,61.0,49.42,sandy soil,Paddy,5,5,24,10-26-26
29.44,60.05,37.08,loamy soil,Pulses,32,2,0,20-20
37.91,78.37,47.5,black soil,Tobacco,37,4,2,14-35-14
22.06,53.64,62.43,sandy soil,Millets,38,0,2,Urea
29.9,50.37,36.94,red soil,Maize,10,17,21,14-35-14
29.48,65.8,57.41,loamy soil,Cotton,1,5,27,14-35-14
40.0,69.31,59.57,sandy soil,Wheat,40,0,4,DAP
25.82,56.18,61.74,loamy soil,Tobacco,7,2,8,28-28
28.24,40.02,40.05,red soil,Pulses,1,17,15,20-20
32.76,51.56,45.73,sandy soil,Ground Nuts,31,2,0,DAP
36.77,64.73,55.77,red soil,Tobacco,8,3,28,17-17-17
20.58,55.92,31.05,loamy soil,Ground Nuts,21,0,18,14-35-14
21.55,53.17,35.77,red soil,Paddy,22,1,18,DAP
31.85,64.85,57.26,loamy soil,Pulses,35,0,2,DAP
27.38,50.41,31.84,clayey soils,Paddy,16,0,36,17-17-17
24.4,57.91,27.16,loamy soil,Millets,12,10,31,DAP
32.6,54.47,50.6,clayey soils,Sugarcane,3,17,13,20-20
30.3,52.93,55.68,loamy soil,Ground Nuts,10,16,12,14-35-14
36.87,57.57,45.09,clayey soils,Wheat,4,9,33,17-17-17
34.86,62.76,36.35,red soil,Wheat,2,21,13,28-28
35.65,71.86,53.99,loamy soil,Barley,44,0,0,14-35-14
30.31,50.43,35.53,clayey soils,Maize,25,0,22,28-28
25.23,48.47,57.13,red soil,Wheat,9,0,6,14-35-14
26.81,65.88,59.33,loamy soil,Millets,10,0,5,20-20
38.19,61.79,70.0,loamy soil,Sugarcane,2,7,27,20-20
33.87,62.52,61.81,sandy soil,Millets,6,9,36,10-26-26
28.87,57.72,46.25,clayey soils,Sugarcane,5,8,33,28-28
37.83,59.3,43.69,loamy soil,Cotton,13,11,12,17-17-17
29.8,59.07,54.15,sandy soil,Oil seeds,9,0,42,Urea
32.93,59.84,31.68,loamy soil,Pulses,12,0,34,28-28
26.86,48.06,41.76,sandy soil,Maize,37,0,0,14-35-14
35.24,56.8,37.98,red soil,Ground Nuts,17,3,35,28-28
35.85,63.92,50.71,loamy soil,Barley,17,13,16,14-35-14
29.78,70.86,33.51,clayey soils,Ground Nuts,12,0,9,20-20
21.61,58.34,25.13,clayey soils,Maize,17,18,10,17-17-17
27.69,65.61,48.22,red soil,Oil seeds,8,12,13,Urea
24.76,43.52,35.03,sandy soil,Ground Nuts,34,1,4,17-17-17
30.93,47.92,53.87,sandy soil,Tobacco,8,3,33,14-35-14
29.99,54.05,36.41,clayey soils,Pulses,16,0,13,20-20
28.32,51.25,38.83,sandy soil,Oil seeds,10,0,17,DAP
32.3,57.5,28.11,black soil,Ground Nuts,4,8,30,17-17-17
28.84,56.24,54.54,loamy soil,Maize,39,4,3,DAP
34.15,64.07,42.61,clayey soils,Barley,17,4,22,20-20
34.1,59.07,37.26,red soil,Paddy,21,0,26,14-35-14
29.23,57.13,41.46,red soil,Maize,42,3,1,20-20
32.1,61.91,33.02,loamy soil,Ground Nuts,11,5,25,10-26-26
29.11,56.7,40.85,red soil,Pulses,39,0,0,10-26-26
30.83,43.14,58.64,black soil,Wheat,15,0,11,DAP
29.28,64.36,38.44,black soil,Wheat,21,0,19,28-28
25.66,68.77,42.77,sandy soil,Tobacco,8,1,6,DAP
29.51,61.2,48.69,loamy soil,Wheat,40,0,0,17-17-17
29.72,51.46,39.97,black soil,Oil seeds,16,6,11,DAP
33.16,68.18,27.27,loamy soil,Maize,35,3,0,Urea
38.57,69.47,35.76,sandy soil,Ground Nuts,16,0,37,DAP
30.4,58.65,58.25,sandy soil,Tobacco,9,3,36,28-28
34.75,70.91,33.64,clayey soils,Maize,14,0,35,20-20
25.52,57.37,36.07,sandy soil,Paddy,15,15,20,28-28
27.58,60.64,42.28,loamy soil,Wheat,14,2,12,DAP
33.06,73.54,63.25,red soil,Sugarcane,3,13,31,14-35-14
30.98,60.43,34.78,clayey soils,Millets,35,3,0,DAP
38.1,74.1,66.48,loamy soil,Sugarcane,33,0,3,17-17-17
28.06,60.94,51.32,clayey soils,Cotton,12,0,5,10-26-26
25.92,63.87,37.41,red soil,Sugarcane,10,0,14,10-26-26
28.82,48.22,36.64,loamy soil,Tobacco,34,3,0,Urea
37.06,75.75,28.48,loamy soil,Oil seeds,12,0,34,Urea
32.73,68.98,46.02,clayey soils,Pulses,25,0,27,Urea
29.23,61.98,39.5,loamy soil,Sugarcane,8,16,18,14-35-14
31.37,64.37,50.13,clayey soils,Pulses,24,0,21,20-20
34.0,59.81,36.57,sandy soil,Wheat,18,3,24,DAP
31.81,58.06,49.03,black soil,Wheat,12,10,11,Urea
22.25,58.5,48.46,sandy soil,Pulses,19,0,14,20-20
31.1,60.2,37.11,clayey soils,Maize,10,4,6,20-20
35.42,57.14,39.62,sandy soil,Pulses,20,0,21,Urea
26.7,56.64,48.14,black soil,Barley,31,0,0,20-20
32.35,63.16,38.72,red soil,Barley,14,2,42,28-28
24.07,56.17,37.66,black soil,Pulses,38,0,0,DAP
36.03,64.38,52.82,sandy soil,Barley,41,1,3,10-26-26
33.45,73.71,34.17,clayey soils,Ground Nuts,27,0,25,28-28
34.69,66.52,43.91,black soil,Tobacco,13,17,14,DAP
26.83,55.99,70.0,black soil,Ground Nuts,15,1,31,28-28
37.23,57.81,35.92,red soil,Sugarcane,38,1,3,Urea
37.91,67.79,65.15,loamy soil,Ground Nuts,14,2,42,17-17-17
32.7,52.68,51.6,sandy soil,Oil seeds,13,0,33,20-20
30.57,51.83,41.43,black soil,Pulses,39,0,0,20-20
27.81,50.2,35.57,black soil,Oil seeds,20,0,18,28-28
28.53,48.81,31.53,sandy soil,Tobacco,13,7,13,Urea
32.33,66.18,32.51,sandy soil,Tobacco,45,1,0,14-35-14
34.3,69.48,20.0,black soil,Millets,10,5,25,17-17-17
26.61,57.1,26.11,loamy soil,Tobacco,10,0,43,DAP
30.74,57.16,66.9,sandy soil,Sugarcane,38,0,3,20-20
24.54,66.05,39.14,black soil,Paddy,15,0,34,20-20
34.76,60.13,44.36,sandy soil,Millets,15,4,42,17-17-17
25.47,55.49,58.13,loamy soil,Sugarcane,13,11,28,28-28
27.35,62.5,42.01,sandy soil,Ground Nuts,12,4,12,14-35-14
28.11,55.71,25.36,clayey soils,Maize,38,3,0,14-35-14
33.96,48.63,35.77,sandy soil,Ground Nuts,21,0,26,DAP
36.51,58.06,51.75,loamy soil,Pulses,14,0,40,DAP
33.0,54.95,39.38,loamy soil,Millets,4,0,16,DAP
24.16,49.21,39.12,loamy soil,Tobacco,44,2,0,10-26-26
32.06,61.93,57.19,clayey soils,Millets,15,0,13,Urea
31.63,59.15,26.89,black soil,Paddy,38,1,2,14-35-14
35.34,74.07,53.44,loamy soil,Ground Nuts,3,6,33,Urea
29.35,50.79,33.69,loamy soil,Cotton,38,0,0,20-20
33.25,55.48,47.7,sandy soil,Millets,19,0,16,17-17-17
30.75,58.05,65.23,red soil,Cotton,14,0,36,Urea
30.72,66.14,20.0,red soil,Millets,2,19,21,17-17-17
22.18,48.97,24.49,clayey soils,Maize,9,0,42,DAP
33.14,62.56,26.19,sandy soil,Oil seeds,9,12,29,Urea
21.2,48.29,57.03,sandy soil,Barley,34,2,0,10-26-26
28.41,58.76,58.06,red soil,Oil seeds,10,12,11,14-35-14
22.68,56.76,68.02,black soil,Cotton,8,0,11,10-26-26
37.59,56.26,44.68,red soil,Tobacco,42,2,4,28-28
30.81,47.67,38.48,sandy soil,Sugarcane,5,19,24,Urea
31.48,59.28,37.95,black soil,Pulses,23,1,25,14-35-14
29.47,59.62,31.33,red soil,Sugarcane,41,1,2,10-26-26
28.52,63.14,37.44,black soil,Paddy,33,2,0,Urea
37.46,62.66,42.24,clayey soils,Millets,34,0,0,Urea
24.64,58.38,63.27,loamy soil,Maize,38,0,0,20-20
40.0,77.27,38.47,red soil,Millets,15,0,40,17-17-17
22.31,49.61,31.26,black soil,Wheat,17,0,17,DAP
29.54,59.13,40.66,loamy soil,Sugarcane,41,0,0,17-17-17
35.59,59.08,70.0,black soil,Barley,6,10,13,DAP
33.9,62.16,47.51,sandy soil,Pulses,6,14,17,DAP
34.54,58.84,53.98,black soil,Tobacco,10,19,13,28-28
33.48,58.65,32.9,loamy soil,Sugarcane,7,3,39,28-28
34.99,75.44,53.77,loamy soil,Oil seeds,19,0,42,20-20
40.0,66.7,69.57,red soil,Ground Nuts,14,4,40,28-28
26.37,52.2,36.71,loamy soil,Cotton,17,4,44,14-35-14
30.89,58.66,49.31,loamy soil,Ground Nuts,15,0,8,14-35-14
28.31,43.74,42.46,red soil,Ground Nuts,8,0,35,20-20
24.14,51.65,39.68,black soil,Sugarcane,7,4,27,14-35-14
24.67,47.76,26.37,loamy soil,Millets,35,1,2,10-26-26
23.6,55.67,40.76,black soil,Pulses,16,2,21,20-20
27.74,65.66,67.85,loamy soil,Millets,13,0,36,17-17-17
27.83,41.06,29.89,sandy soil,Sugarcane,15,16,7,Urea
28.66,64.42,38.34,black soil,Oil seeds,13,15,11,28-28
27.57,47.43,38.87,red soil,Sugarcane,21,0,19,20-20
32.25,51.79,35.69,black soil,Millets,14,0,10,DAP
33.02,48.8,52.02,clayey soils,Ground Nuts,22,0,15,28-28
30.68,54.7,40.85,black soil,Maize,19,0,13,DAP
30.56,60.51,28.79,red soil,Wheat,16,1,40,20-20
25.84,60.68,34.82,sandy soil,Cotton,7,12,27,14-35-14
34.57,55.7,53.44,clayey soils,Oil seeds,43,0,0,14-35-14
26.71,55.16,44.94,red soil,Cotton,24,0,22,10-26-26
22.88,46.03,22.86,black soil,Oil seeds,11,0,13,28-28
33.69,55.35,60.53,black soil,Oil seeds,12,7,36,10-26-26
29.22,49.26,33.55,red soil,Wheat,35,0,0,28-28
32.64,67.85,32.04,loamy soil,Maize,5,7,27,17-17-17
25.17,47.0,37.3,black soil,Tobacco,6,22,13,10-26-26
30.7,57.61,50.29,black soil,Oil seeds,16,0,7,Urea
29.75,58.55,65.87,clayey soils,Barley,18,1,40,10-26-26
27.58,64.9,58.56,red soil,Ground Nuts,11,14,10,20-20
30.12,64.91,33.26,sandy soil,Millets,35,0,4,20-20
28.43,63.69,37.41,sandy soil,Millets,1,21,19,17-17-17
26.62,61.65,36.08,loamy soil,Paddy,31,0,0,20-20
33.94,57.36,51.49,clayey soils,Millets,10,2,41,20-20
33.34,65.67,58.35,black soil,Millets,12,3,37,17-17-17
31.03,54.07,57.8,black soil,Cotton,6,0,16,28-28
32.8,73.72,52.98,clayey soils,Pulses,2,6,25,Urea
33.37,65.55,45.17,red soil,Paddy,13,0,36,20-20
26.13,55.73,53.35,red soil,Oil seeds,13,0,5,Urea
29.21,57.9,34.9,red soil,Barley,10,14,24,Urea
33.39,63.67,59.26,black soil,Maize,11,16,15,17-17-17
30.47,61.98,21.87,black soil,Millets,42,0,1,DAP
24.6,59.94,58.54,black soil,Barley,12,0,12,17-17-17
32.18,53.01,45.88,sandy soil,Barley,1,18,14,DAP
26.48,61.28,57.82,sandy soil,Sugarcane,9,3,16,10-26-26
33.16,63.11,53.91,sandy soil,Pulses,23,0,28,10-26-26
37.39,69.61,67.14,red soil,Millets,38,0,2,20-20
38.64,74.69,33.53,sandy soil,Sugarcane,14,3,16,Urea
22.93,59.18,36.33,loamy soil,Pulses,11,0,38,17-17-17
31.44,62.56,39.08,red soil,Paddy,45,0,0,20-20
25.6,66.44,64.99,clayey soils,Tobacco,9,6,29,DAP
33.19,59.66,56.19,loamy soil,Paddy,6,12,14,14-35-14
27.12,47.82,58.64,clayey soils,Sugarcane,38,0,0,Urea
28.19,51.2,44.38,clayey soils,Cotton,24,0,16,14-35-14
31.97,58.34,59.73,red soil,Cotton,6,11,32,DAP
34.13,65.02,35.68,black soil,Cotton,41,0,3,DAP
26.4,65.58,44.9,sandy soil,Maize,27,0,20,Urea
37.03,63.45,39.53,red soil,Cotton,39,3,0,20-20
21.34,54.69,39.42,red soil,Pulses,20,2,26,14-35-14
30.34,57.74,34.86,red soil,Millets,16,0,42,DAP
27.05,53.84,37.54,black soil,Maize,23,0,24,14-35-14
28.09,53.58,27.41,loamy soil,Ground Nuts,13,6,14,28-28
36.19,70.05,26.41,black soil,Wheat,19,3,24,14-35-14
27.86,44.14,58.37,black soil,Barley,13,0,16,14-35-14
26.41,56.89,37.25,loamy soil,Oil seeds,31,0,2,17-17-17
28.03,42.81,70.0,black soil,Sugarcane,5,0,14,10-26-26
29.21,57.22,49.29,clayey soils,Paddy,17,13,14,14-35-14
37.56,66.53,37.17,black soil,Sugarcane,15,0,39,14-35-14
35.57,69.22,38.56,clayey soils,Tobacco,26,0,17,28-28
34.43,59.77,62.97,red soil,Cotton,17,2,42,14-35-14
31.27,43.49,37.61,loamy soil,Barley,35,0,3,14-35-14
25.82,61.11,39.24,red soil,Barley,6,20,16,17-17-17
26.5,45.75,61.25,red soil,Millets,36,0,0,DAP
34.03,60.39,43.18,loamy soil,Sugarcane,10,0,6,10-26-26
28.01,50.4,61.19,red soil,Millets,6,2,11,DAP
28.67,55.39,64.88,clayey soils,Oil seeds,14,3,35,17-17-17
30.47,67.64,60.18,red soil,Cotton,39,0,0,17-17-17
29.93,66.3,55.91,black soil,Cotton,8,9,11,DAP
30.69,60.36,64.89,loamy soil,Barley,7,9,32,17-17-17
30.92,49.97,58.06,loamy soil,Tobacco,13,0,37,Urea
28.21,57.45,20.0,sandy soil,Pulses,18,13,13,DAP
27.18,64.47,30.84,red soil,Paddy,15,17,18,20-20
21.63,57.62,34.24,sandy soil,Maize,11,15,11,20-20
30.78,61.89,28.42,clayey soils,Millets,12,3,36,DAP
27.05,50.42,42.32,clayey soils,Paddy,10,4,11,17-17-17
31.18,47.51,35.51,red soil,Wheat,13,12,25,17-17-17
31.88,56.55,43.06,loamy soil,Cotton,9,0,12,DAP
31.35,62.93,34.02,clayey soils,Barley,17,2,28,14-35-14
30.99,59.97,63.35,red soil,Wheat,13,0,14,DAP
32.83,55.64,40.91,loamy soil,Tobacco,42,0,0,14-35-14
33.9,50.25,20.0,red soil,Millets,7,19,12,10-26-26
24.38,50.13,34.67,clayey soils,Cotton,13,3,33,28-28
31.49,58.29,37.49,clayey soils,Millets,44,0,0,14-35-14
31.93,53.26,30.3,clayey soils,Wheat,31,1,4,DAP
33.75,70.86,30.19,loamy soil,Tobacco,25,0,16,10-26-26
36.49,72.03,52.71,red soil,Wheat,9,13,23,17-17-17
33.91,50.88,53.37,red soil,Paddy,5,3,32,Urea
40.0,76.4,57.23,red soil,Sugarcane,10,19,18,14-35-14
32.12,76.73,34.45,black soil,Wheat,4,3,33,Urea
24.06,53.06,37.08,sandy soil,Sugarcane,23,0,24,28-28
25.5,53.43,42.85,red soil,Tobacco,5,10,31,17-17-17
34.0,59.76,27.52,black soil,Maize,13,0,41,DAP
22.5,58.83,39.36,red soil,Oil seeds,10,4,12,Urea
38.66,60.15,57.58,sandy soil,Millets,38,0,3,DAP
33.03,59.23,50.06,sandy soil,Cotton,9,7,28,17-17-17
27.05,53.34,70.0,loamy soil,Ground Nuts,10,1,10,28-28
27.27,62.47,57.15,clayey soils,Millets,16,0,5,DAP
29.07,56.52,53.78,clayey soils,Cotton,5,14,11,Urea
38.17,66.45,68.55,loamy soil,Cotton,37,4,0,Urea
28.13,55.71,50.38,clayey soils,Cotton,18,3,20,14-35-14
32.56,62.62,56.5,clayey soils,Maize,11,0,40,DAP
30.84,47.62,28.08,red soil,Millets,34,2,1,Urea
30.98,64.17,26.26,red soil,Ground Nuts,6,11,32,20-20
25.27,52.33,20.33,loamy soil,Tobacco,15,0,36,20-20
29.51,47.21,49.01,clayey soils,Wheat,1,14,12,DAP
38.59,68.57,31.88,loamy soil,Paddy,41,0,4,14-35-14
33.01,56.62,38.75,sandy soil,Pulses,38,0,4,17-17-17
29.94,54.58,36.36,sandy soil,Cotton,20,2,20,10-26-26
28.42,68.97,38.11,sandy soil,Barley,35,1,1,20-20
31.81,62.69,55.11,sandy soil,Barley,17,0,8,14-35-14
28.06,49.09,36.0,clayey soils,Ground Nuts,21,0,26,28-28
32.09,67.57,37.6,loamy soil,Sugarcane,25,0,18,10-26-26
30.4,73.93,50.87,clayey soils,Cotton,11,2,37,DAP
31.37,61.56,36.38,clayey soils,Oil seeds,12,0,33,20-20
28.4,64.69,20.0,black soil,Wheat,9,8,30,DAP
35.46,68.5,33.83,red soil,Paddy,7,3,32,14-35-14
33.36,48.62,48.04,black soil,Paddy,9,0,36,14-35-14
30.09,51.69,31.75,clayey soils,Sugarcane,35,2,0,20-20
31.62,53.17,41.08,clayey soils,Maize,38,0,0,DAP
35.85,65.73,46.71,clayey soils,Wheat,41,0,0,20-20
28.23,59.71,40.91,clayey soils,Oil seeds,19,2,18,DAP
22.91,52.89,43.54,black soil,Ground Nuts,36,0,0,17-17-17
31.57,59.0,29.74,loamy soil,Millets,32,0,3,17-17-17
33.33,68.93,44.04,loamy soil,Wheat,41,0,0,20-20
26.1,56.4,70.0,red soil,Maize,8,14,10,20-20
23.85,54.74,31.15,black soil,Maize,10,4,8,28-28
33.93,68.08,68.4,red soil,Barley,4,5,28,20-20
24.14,50.03,56.4,red soil,Oil seeds,11,3,5,10-26-26
30.9,61.42,48.45,loamy soil,Barley,13,0,6,28-28
38.27,61.02,39.38,clayey soils,Tobacco,10,1,14,10-26-26
30.53,72.94,69.94,black soil,Pulses,14,0,37,DAP
36.91,57.36,46.79,black soil,Barley,9,4,30,10-26-26
27.89,58.78,32.12,clayey soils,Millets,37,0,1,20-20
25.91,61.37,35.85,black soil,Ground Nuts,37,0,0,20-20
26.89,45.93,34.24,loamy soil,Ground Nuts,37,0,0,28-28
26.9,54.22,37.63,sandy soil,Oil seeds,41,0,0,28-28
33.83,56.33,40.46,clayey soils,Cotton,9,11,17,Urea
32.23,65.73,36.41,black soil,Pulses,13,0,11,10-26-26
33.56,69.13,30.78,clayey soils,Oil seeds,13,0,13,14-35-14
22.37,59.31,53.4,sandy soil,Millets,25,1,21,14-35-14
40.0,66.19,57.22,sandy soil,Paddy,40,0,0,14-35-14
26.38,58.32,37.72,loamy soil,Pulses,38,0,0,Urea
25.09,55.29,28.94,loamy soil,Ground Nuts,15,0,39,10-26-26
34.6,52.97,41.6,red soil,Wheat,12,3,41,14-35-14
30.08,55.2,40.09,clayey soils,Paddy,14,0,11,17-17-17
29.16,50.81,20.0,black soil,Millets,7,16,12,17-17-17
23.32,50.4,46.44,black soil,Tobacco,27,3,27,10-26-26
27.41,54.55,26.1,loamy soil,Cotton,33,0,0,Urea
29.23,70.7,54.12,sandy soil,Maize,42,3,0,10-26-26
35.92,63.54,54.99,clayey soils,Sugarcane,17,0,40,14-35-14
24.33,52.3,46.6,red soil,Cotton,20,0,16,14-35-14
33.99,62.02,24.13,loamy soil,Cotton,42,0,3,28-28
33.8,69.65,29.13,black soil,Sugarcane,11,2,33,20-20
29.19,67.99,28.27,clayey soils,Pulses,42,0,0,17-17-17
32.92,56.58,28.5,loamy soil,Barley,2,14,21,28-28
29.7,50.47,41.56,sandy soil,Ground Nuts,11,19,22,28-28
22.82,48.25,49.55,clayey soils,Maize,21,0,24,28-28
24.87,53.41,36.47,loamy soil,Oil seeds,31,4,0,DAP
29.25,54.77,56.41,sandy soil,Oil seeds,17,12,11,10-26-26
28.88,54.57,38.98,clayey soils,Paddy,39,3,0,20-20
36.11,61.24,27.61,loamy soil,Cotton,14,4,35,20-20
27.91,48.69,33.26,red soil,Ground Nuts,37,0,0,17-17-17
32.0,59.17,32.35,loamy soil,Cotton,40,0,0,28-28
31.12,56.27,40.65,loamy soil,Paddy,17,0,37,DAP
38.03,60.56,64.39,loamy soil,Millets,18,0,35,14-35-14
40.0,78.63,39.77,clayey soils,Tobacco,13,2,39,14-35-14
21.56,48.99,38.37,clayey soils,Wheat,32,1,4,Urea
34.16,57.77,64.71,red soil,Cotton,3,12,29,20-20
29.74,67.3,55.7,clayey soils,Barley,41,3,4,20-20
24.02,52.18,41.72,red soil,Paddy,40,0,0,28-28
31.44,57.6,49.09,black soil,Tobacco,35,0,2,28-28
27.82,58.21,39.11,red soil,Pulses,23,3,13,17-17-17
28.68,48.05,70.0,clayey soils,Sugarcane,4,0,10,10-26-26
37.79,65.38,42.1,loamy soil,Pulses,16,2,42,Urea
30.84,62.89,31.1,black soil,Pulses,18,0,36,DAP
32.08,69.28,53.59,clayey soils,Pulses,12,19,10,20-20
30.53,54.66,40.76,red soil,Wheat,23,0,22,DAP
27.28,67.0,60.31,red soil,Ground Nuts,9,6,30,17-17-17
30.52,52.92,33.2,loamy soil,Oil seeds,8,11,32,Urea
25.51,63.32,68.32,clayey soils,Maize,4,12,33,10-26-26
30.28,76.59,30.6,clayey soils,Ground Nuts,10,0,35,28-28
31.27,76.13,35.28,red soil,Cotton,9,3,32,20-20
26.52,59.29,37.89,black soil,Sugarcane,21,0,19,14-35-14
37.78,70.33,64.11,loamy soil,Wheat,5,10,28,10-26-26
30.49,58.21,39.3,clayey soils,Ground Nuts,12,11,11,17-17-17
29.18,54.17,23.3,sandy soil,Ground Nuts,42,1,0,28-28
25.21,46.78,31.12,clayey soils,Oil seeds,44,2,0,Urea
22.64,49.3,30.33,black soil,Paddy,9,4,12,Urea
30.2,64.88,52.82,clayey soils,Oil seeds,8,15,13,20-20
24.84,49.58,47.64,loamy soil,Barley,37,0,0,10-26-26
30.49,58.83,54.73,loamy soil,Paddy,35,4,2,17-17-17
30.73,49.9,32.48,loamy soil,Pulses,15,0,10,20-20
29.82,58.66,44.21,sandy soil,Millets,26,4,17,28-28
23.92,47.26,38.11,red soil,Maize,9,7,25,Urea
27.8,66.49,56.09,loamy soil,Ground Nuts,11,11,14,28-28
40.0,75.55,28.97,black soil,Ground Nuts,15,0,40,17-17-17
31.12,72.97,50.32,clayey soils,Pulses,14,17,8,17-17-17
24.8,61.32,54.78,black soil,Cotton,7,6,32,20-20
32.45,67.58,55.57,black soil,Cotton,4,0,10,17-17-17
31.61,66.27,33.06,sandy soil,Pulses,7,6,18,Urea
40.0,65.43,64.34,sandy soil,Pulses,14,0,36,17-17-17
34.46,78.03,54.74,red soil,Millets,42,0,1,14-35-14
20.26,41.18,47.6,red soil,Millets,23,0,14,DAP
36.22,77.81,51.95,black soil,Pulses,37,0,0,14-35-14
30.24,56.13,30.91,black soil,Barley,38,2,1,10-26-26
35.54,62.73,42.81,loamy soil,Paddy,14,10,11,DAP
29.73,58.45,60.67,loamy soil,Cotton,9,0,8,14-35-14
27.58,64.59,62.12,sandy soil,Cotton,14,1,34,20-20
26.09,69.65,41.82,loamy soil,Cotton,9,0,39,28-28
30.48,61.31,44.39,red soil,Millets,22,0,15,Urea
29.86,48.43,47.14,clayey soils,Maize,39,0,2,14-35-14
25.2,65.72,54.26,black soil,Sugarcane,8,2,32,20-20
31.81,70.13,21.18,red soil,Ground Nuts,13,0,36,28-28
22.32,56.11,24.06,black soil,Maize,15,0,38,17-17-17
25.7,67.81,42.7,loamy soil,Tobacco,25,0,17,20-20
30.23,55.76,53.54,loamy soil,Barley,5,7,25,14-35-14
32.37,55.24,33.67,loamy soil,Tobacco,18,0,32,17-17-17
26.08,44.39,42.34,clayey soils,Sugarcane,16,2,26,20-20
39.89,76.0,32.46,red soil,Ground Nuts,44,3,0,17-17-17
38.92,57.75,34.28,clayey soils,Tobacco,13,0,38,DAP
26.41,55.23,43.13,black soil,Barley,20,1,27,10-26-26
35.85,62.3,36.56,red soil,Millets,16,0,42,Urea
33.0,59.14,48.43,black soil,Tobacco,3,8,31,14-35-14
35.84,73.34,56.27,red soil,Barley,11,6,26,10-26-26
32.85,53.21,37.96,black soil,Barley,40,2,0,DAP
36.16,64.0,43.68,loamy soil,Millets,20,0,19,Urea
28.03,51.46,40.88,sandy soil,Tobacco,10,3,11,17-17-17
38.77,73.1,64.83,sandy soil,Paddy,9,4,35,28-28
39.61,74.2,29.32,clayey soils,Cotton,9,1,38,28-28
40.0,65.97,61.68,black soil,Cotton,10,4,39,17-17-17
31.66,68.88,64.94,sandy soil,Paddy,36,0,0,17-17-17
25.79,47.25,45.73,clayey soils,Millets,32,0,0,DAP
37.12,73.45,56.53,loamy soil,Wheat,15,14,13,14-35-14
27.79,54.72,69.39,black soil,Maize,40,0,0,20-20
27.84,50.3,41.85,loamy soil,Paddy,12,7,24,14-35-14
23.68,57.9,28.78,sandy soil,Maize,32,0,2,14-35-14
32.02,47.68,43.98,loamy soil,Sugarcane,36,0,0,28-28
34.91,53.17,64.9,sandy soil,Paddy,15,13,15,DAP
31.87,56.38,39.33,clayey soils,Barley,40,2,0,20-20
33.5,61.54,58.09,loamy soil,Pulses,39,0,0,14-35-14
21.34,47.91,23.25,loamy soil,Barley,13,2,6,10-26-26
27.75,48.05,35.2,sandy soil,Oil seeds,25,4,24,Urea
27.41,57.31,54.62,loamy soil,Tobacco,20,4,14,20-20
36.6,74.72,50.92,sandy soil,Oil seeds,39,0,0,10-26-26
21.52,56.82,37.02,clayey soils,Tobacco,21,2,20,DAP
39.1,77.95,44.22,sandy soil,Cotton,13,0,36,28-28
30.22,56.38,60.39,loamy soil,Maize,14,10,33,Urea
24.32,66.77,37.7,black soil,Ground Nuts,26,0,16,20-20
31.78,51.44,58.82,loamy soil,Barley,10,4,4,17-17-17
27.73,59.27,54.2,red soil,Tobacco,3,5,35,DAP
25.66,45.25,65.07,sandy soil,Barley,8,0,15,28-28
37.17,70.91,67.53,sandy soil,Ground Nuts,21,4,22,14-35-14
27.41,53.44,36.65,black soil,Sugarcane,31,0,0,Urea
32.37,61.99,20.42,loamy soil,Oil seeds,7,3,41,17-17-17
29.68,74.89,47.11,sandy soil,Barley,22,0,21,20-20
29.9,53.17,58.98,black soil,Ground Nuts,12,5,24,17-17-17
31.08,56.03,45.64,black soil,Millets,14,1,14,14-35-14
31.95,59.95,41.17,loamy soil,Maize,15,3,39,20-20
28.83,59.74,35.13,loamy soil,Ground Nuts,1,14,14,Urea
28.67,59.49,43.85,loamy soil,Pulses,38,1,1,28-28
32.76,50.9,22.0,red soil,Cotton,9,20,17,14-35-14
40.0,52.95,43.51,loamy soil,Wheat,10,0,43,14-35-14
28.17,50.93,37.01,clayey soils,Sugarcane,30,0,0,17-17-17
28.66,62.69,52.78,sandy soil,Tobacco,45,0,0,DAP
32.76,57.8,53.21,loamy soil,Cotton,17,3,28,10-26-26
33.29,71.48,55.06,loamy soil,Wheat,14,1,36,Urea
